Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
반디캠프,야영장,37.775276,126.921253,경기도 파주시 광탄면 기산로 207,경기도 파주시 광탄면 기산리 470-1,000-0000-0000,20,,전기시설+하수도시설+샤워실
비학농원 캠핑장,야영장,37.891666,126.914261,경기도 파주시 법원읍 만월로613번길 217,경기도 파주시 법원읍 직천리 760-2,000-0000-0000,14,,전기시설+하수도시설+샤워실
밤골 캠핑장,야영장,37.887459,126.822631,경기도 파주시 파평면 장승배기로268번길 141,경기도 파주시 파평면 율곡리 69-2,000-0000-0000,21,,전기시설+하수도시설+샤워실
파주힐링캠프,야영장,37.773278,126.883944,경기도 파주시 광탄면 보광로 877,경기도 파주시 광탄면 마장리 86,031-949-7717,40,,전기시설+하수도시설+샤워실
JB 캠핑하우스,야영장,37.962524,126.926828,경기도 파주시 적성면 감악산로 1270-74,경기도 파주시 적성면 구읍리 556,000-0000-0000,21,,전기시설+하수도시설+샤워실
공릉관광지 캠핑장,야영장,37.750236,126.833202,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-7,031-945-2250,16,,전기시설+하수도시설+샤워실
은사시 캠핑장,야영장,37.956847,126.844309,경기도 파주시 적성면 자장로 115,경기도 파주시 적성면 자장리 567-1,000-0000-0000,18,,전기시설+하수도시설+샤워실
귀한농부학교,야영장,37.882398,126.869871,경기도 파주시 법원읍 술이홀로 1333번길 128,경기도 파주시 적성면 금곡리 422-1,000-0000-0000,31,,전기시설+하수도시설+샤워실
호수캠핑장,야영장,37.775453,126.933079,경기도 파주시 광탄면 기산로 413-69,경기도 파주시 광탄면 기산리 387-1,000-0000-0000,8,,전기시설+하수도시설+샤워실
별난독서캠핑장,야영장,37.884752,126.877588,경기도 파주시 법원읍 술이홀로 1315,경기도 파주시 법원읍 금곡리 336-5,031-940-5924,23,,전기시설+하수도시설+샤워실
하마캠핑장,야영장,37.961361,126.869503,경기도 파주시 적성면 국사로 297,경기도 파주시 적성면 자장리 147-1,000-0000-0000,15,,전기시설+하수도시설+샤워실
동화힐링캠프,야영장,37.891507,126.840891,경기도 파주시 파평면 파평산로 363번길 32-9,경기도 파주시 파평면 두포리 121,031-952-2002,37,,전기시설+하수도시설+샤워실
청풍명월 캠핑장,야영장,37.832267,126.725825,경기도 파주시 탄현면 방촌로955번길 237,경기도 파주시 탄현면 문지리 264-4,000-0000-0000,7,,전기시설+하수도시설+샤워실
박석캠핑장,야영장,37.835599,126.739535,경기도 파주시 탄현면 동오리길 135-48,경기도 파주시 탄현면 낙하리 252,000-0000-0000,13,,전기시설+하수도시설+샤워실
학교안 풍경 캠핑장,야영장,37.915479,126.908816,경기도 파주시 법원읍 수작골길 273,경기도 파주시 법원읍 웅담리 43-1,000-0000-0000,23,,전기시설+하수도시설+샤워실
느티타무 그늘아래 캠핑장,야영장,37.875975,126.756463,경기도 파주시 문산읍 사목로108번길 63-11,경기도 파주시 문산읍 사목리 328,000-0000-0000,8,,전기시설+하수도시설+샤워실
명학산 캠핑장,야영장,37.850899,126.831179,경기도 파주시 파주읍 향양리 4-1,경기도 파주시 파주읍 향양리 4-1,000-0000-0000,19,,전기시설+하수도시설+샤워실
율곡캠핑장,야영장,37.891898,126.829035,경기도 파주시 파평면 장승배기로 390-217,경기도 파주시 파평면 율곡리 13,000-0000-0000,45,,전기시설+하수도시설+샤워실
캠프예그리나,야영장,37.777625,126.909511,경기도 파주시 광탄면 쇠장이길 56,경기도 파주시 광탄면 기산리 658-4,000-0000-0000,30,,전기시설+하수도시설+샤워실
파주기산캠프,야영장,37.775644,126.921799,경기도 파주시 기산로 207-31,경기도 파주시 광탄면 기산리 471-2,031-957-8010,35,,전기시설+하수도시설+샤워실
하늘연 캠핑장,야영장,37.951115,126.921533,경기도 파주시 적성면 마지초교길 22-61,경기도 파주시 적성면 마지리 70,000-0000-0000,15,,전기시설+하수도시설+샤워실
임진강리조트,자동차야영장,37.937544,126.870711,경기도 파주시 파평면 청송로 550,경기도 파주시 파평면 덕천리 289-1,031-959-2222,15,,전기시설+하수도시설+샤워실
심학산야영장,야영장,37.937544,126.870711,경기도 파주시 돌곶이길 57 (서패동),경기도 파주시 서패동 178-18번지,000-0000-0000,11,,전기시설+하수도시설+샤워실
지내울 야영장,야영장,37.937544,126.870711,경기도 파주시 문산읍 이천리 339-6번지,경기도 파주시 문산읍 이천리 339-6번지,000-0000-0000,13,,전기시설+하수도시설+샤워실
플레이랜드 캠핑장,야영장,37.937544,126.870711,경기도 파주시 광탄면 보광로538번길 21,경기도 파주시 광탄면 영장리 90번지,031-942-2557,9,,전기시설+하수도시설+샤워실
금강산랜드 야영장,야영장,37.937544,126.870711,"경기도 파주시 월롱면 도감로 130, 금강산랜드",경기도 파주시 월롱면 위전리 89-1번지 미래개발,031-949-6565,32,,전기시설+하수도시설+샤워실
마장호수 휴 캠핑장,야영장,37.937544,126.870711,경기도 파주시 광탄면 기산리 459-6번지,경기도 파주시 광탄면 기산리 459-6번지,031-940-4726,12,,전기시설+하수도시설+샤워실
123 치유의숲 야영장,야영장,37.937544,126.870711,경기도 파주시 월롱면 덕은리 275-19번지,경기도 파주시 월롱면 덕은리 275-19번지,000-0000-0000,9,,전기시설+하수도시설+샤워실
자연의꿈,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 248,경기도 파주시 법원읍 법원리 133-4번지,000-0000-0000,21,,전기시설+하수도시설+샤워실
돌산캠핑장,야영장,37.937544,126.870711,경기도 파주시 광탄면 산수골길 151-68,경기도 파주시 광탄면 방축리 429-10번지,000-0000-0000,24,,전기시설+하수도시설+샤워실
초리 포레스트,야영장,37.937544,126.870711,경기도 파주시 법원읍 초리골길 456-55,경기도 파주시 법원읍 법원리 37-2번지,000-0000-0000,5,,전기시설+하수도시설+샤워실
파주쇠꼴마을고고캠핑장,야영장,37.937544,126.870711,경기도 파주시 법원읍 금곡리 321-32번지,경기도 파주시 법원읍 금곡리 321-32번지,000-0000-0000,18,,전기시설+하수도시설+샤워실
평화누리캠핑장,자동차야영장,37.937544,126.870711,경기도 파주시 문산읍 마정리 1153-3번지,경기도 파주시 문산읍 마정리 1153-3번지,000-0000-0000,150,,전기시설+하수도시설+샤워실
산들래 야영장,야영장,37.21025208,126.8932455,경기도 화성시 비봉면 자청로207번길 21-71,경기도 화성시 비봉면 자안리 147-4번지,031-356-0768,56,40,전기시설+샤워실+화장실+조리대
어섬캠핑장,자동차야영장,37.24189845,126.6530459,경기도 화성시 송산면 어섬길259번길 64,경기도 화성시 송산면 고포리 826-1번지,031-356-4005,6,4,전기시설+샤워실+화장실+가스시설
은빛초원캠핑장,자동차야영장,37.22271079,126.8010075,경기도 화성시 남양읍 샘실길 50-2,경기도 화성시 남양읍 원천리 672-2번지,031-356-4927,20,20,전기시설+샤워실+화장실+휴대용가스렌지+매점
카라반캠프,야영장,37.1711463,126.6278564,경기도 화성시 서신면 해안길 72,경기도 화성시 서신면 제부리 20-26번지,031-357-8031,12,3,전기시설+샤워실+화장실
글램비글램핑,야영장,37.1702587,126.6287823,경기도 화성시 서신면 해안길 64,경기도 화성시 서신면 제부리 20-15번지,031-357-7877,66,17,전기시설+샤워실+화장실+매점
화성시 향남오토캠핑장,자동차야영장,37.1387596,126.9280041,경기도 화성시 향남읍 도이2길 113-26,경기도 화성시 향남읍 도이리 240-1번지,031-8059-4763,43,6,전기시설+샤워실+화장실+조리대
거창 에이글램핑,야영장,35.688734,127.8686592,경상남도 거창군 마리면 세동길 13,,000-000-0000,15,,"전기시설, 상하수도시설,샤워실"
금원산 자연휴양림,야영장,35.73144637,127.7978793,경상남도 거창군 위천면 금원산길 412,,055-254-3974,90,,"전기시설, 상하수도시설,샤워실"
달빛고운 월성캠핑장,야영장,35.76430409,127.7423963,경상남도 거창군 북상면 덕유월성로 1433-7,,055-944-5370,10,,"전기시설, 상하수도시설,샤워실"
달빛고운병곡캠핑장,야영장,35.8092065,127.7754673,경상남도 거창군 북상면 병곡길 447-11,,055-943-4096,40,,"전기시설, 상하수도시설,샤워실"
수승대 오토캠핑장,자동차야영장,35.7610682,127.8335222,경상남도 거창군 위천면 은하리길 2,,055-940-8532,15,15,"전기시설, 상하수도시설,샤워실"
수승대야영장,야영장,35.7583321,127.8305399,경상남도 거창군 위천면 은하리길 43-101,,055-940-8532,84,,"전기시설, 상하수도시설,샤워실"
양지생태마을캠핑장,야영장,35.6951254,127.8605163,경상남도 거창군 마리면 진산길 157,,000-000-0000,52,,"전기시설, 상하수도시설,샤워실"
주은 자연휴양림,야영장,35.7647049,127.7643563,경상남도 거창군 북상면 덕유월성로 1642,,000-000-0000,24,,"전기시설, 상하수도시설,샤워실"
거창 국민여가캠핑장,자동차야영장,35.7608467,127.7242826,경상남도 거창군 북상면 덕유월성로 1312-96,,070-4618-3525,14,14,"전기시설, 상하수도시설,샤워실"
산중오토캠핑장,야영장,35.8281499,127.8038314,경상남도 거창군 북상면 송계사길 63-107,경상남도 거창군 북상면 송계사길 63-107,000-000-0000,10,,"전기시설, 상하수도시설,샤워실"
월성오토캠핑장,자동차야영장,35.7640385,127.7589584,경상남도 거창군 북상면 덕유월성로 1588-9,,000-000-0000,6,6,"전기시설, 상하수도시설,샤워실"
휴일엔캠핑,야영장,35.79183068,127.7889695,경상남도 거창군 북상면 병곡길 187,,000-000-0000,4,,"전기시설, 상하수도시설,샤워실"
늘예솔글램핑,야영장,35.7637134,127.724564,경상남도 거창군 북상면 덕유월성로 1384-5,경상남도 거창군 북상면 월성리 941-4,000-000-0000,7,,"전기시설, 상하수도시설,샤워실"
신전권역 야영장,야영장,35.3815447,128.1761807,경상남도 의령군 대의면 모의로 662-24,경상남도 의령군 대의면 신전리 278,055-574-1109,10,10,"상하수도시설, 전기시설, 화장실, 샤워실, 취사장"
설뫼충효테마파크 캠핑장,야영장,35.4589661,128.3519841,경상남도 의령군 부림면 입산로 178,경상남도 의령군 부림면 입산리 15,055-570-2725,45,30,"상하수도시설, 전기시설, 화장실, 샤워실"
벽계야영장,야영장,35.426107,128.208032,경상남도 의령군 궁류면 벽계로201 일대,경상남도 의령군 궁류면 벽계리 481-1,055-570-2443,80,50,매점
의령나루캠프,야영장,35.2582718,128.2705036,경상남도 의령군 화정면 화정로14길 16-5,경상남도 의령군 화정면 화양리 664-3,055-570-2443,15,15,"화장실, 샤워실, 음수대"
가포수변오토캠핑장,자동차야영장,35.156926,128.583417,경상남도 창원시 마산합포구 가포로 441-67 (가포동),경상남도 창원시 마산합포구 가포동 186-4번지,055-246-0077,30,75,전기시설+상하수도시설+샤워실+놀이마당+다목적운동장+바닥분수+매점
창원시 달천공원 오토캠핑장,자동차야영장,35.282543,128.599826,경상남도 창원시 의창구 달천길 150,경상남도 창원시 의창구 북면 외감리 525,055-299-9004,31,35,상하수도시설+전기시설+화장실+취사시설+샤워실
창원 휴양림 오토 캠핑장,야영장,35.111264,128.570595,경상남도 창원시 마산합포구 구산면 석곡로 342-2,경상남도 창원시 마산합포구 구산면 석곡리 산 104번지,055-222-9100,71,80,전기시설+상하수도시설+샤워실+개수대+족구장+모래놀이+산책로+그네+탁구대+물놀이시설+매점
진북편백골관광농원캠핑장,야영장,35.154544,128.444024,경상남도 창원시 마산합포구 진북면 금산길 209-81,경상남도 창원시 마산합포구 진북면 금산리 437번지,055-271-3562,30,60,전기시설+정화조시설+샤워실+개수대+강당+족구장+매점+물놀이시설+놀이터
돌담캠핑장,야영장,35.135907,128.516775,경상남도 창원시 마산합포구 진동면 입곡길 326 (외9필지),경상남도 창원시 마산합포구 진동면 인곡리 726번지 외9필지,000-0000-0000,22,25,전기시설+정화조시설+샤워실+개수대+동물농장 족구장+체험농장
부재산방 야영장,야영장,35.152311,128.406871,경상남도 창원시 마산합포구 진전면 미천2길 148 (부재산방),경상남도 창원시 마산합포구 진전면 평암리 254번지,055-272-0702,7,15,전기시설+정화조시설+샤워실+개수대+족구장+농촌체험
영학관광농원 야영장,야영장,35.154261,128.433728,경상남도 창원시 마산합포구 진북면 학동로 537-280 (외1필지),경상남도 창원시 마산합포구 진북면 영학리 555번지 외1필지,000-0000-0000,14,25,전기시설+정화조+샤워실+개수대+족구장+농촌체험
안녕오토캠핑장,야영장,35.108134,128.600752,경상남도 창원시 마산합포구 구산면 안녕로 329 (외2필지),경상남도 창원시 마산합포구 구산면 옥계리 471-2번지,055-242-7942,20,30,전기시설+정화조시설+정화조+샤워실+개수대+레져용품점+매점
(주)양촌여울체험캠프,자동차야영장,35.136536,128.375279,경상남도 창원시 마산합포구 진전면 의산삼일로 60,경상남도 창원시 마산합포구 진전면 금암리 686-1번지,055-272-0702,14,40,전기시설+하수도시설+샤워실+개수대+물놀이놀이터+다목적구장+잔디광장+매점+피자+쿠키체험
캠핑파크,자동차야영장,35.124751,128.379286,경상남도 창원시 마산합포구 진전면 일암리 1313-5(외 3필지),경상남도 창원시 마산합포구 진전면 일암1길 74,055-271-8111,8,22,전기시설+하수도시설+샤워실+개수대+물놀이놀이터+다목적구장+잔디광장+매점+피자+쿠키체험
황매산국민여가캠핑장,자동차야영장,35.480765,127.984829,경상남도 합천군 가회면 둔내리 산219-11,경상남도 합천군 가회면 둔내리 산219-11,055-930-4753,97,210,전기시설+상하수도시설
오도산자연휴양림,야영장,35.657528,128.054656,경상남도 합천군 봉산면 오도산휴양로 398,,055-930-3733,67,400,전기시설+상하수도시설+방송시설
바람흔적미술관글램핑,야영장,35.459533,128.004874,경상남도 합천군 가회면 대기1길 15-9,,000-0000-0000,19,20,전기시설+상하수도시설
